categories,productos,coto_id,name,price,unit_price
Alimentos Secos,Alimento Bebe,289056,Cereal Infantil NUTRILON Maiz Lat 200 Grm,66.05,Precio por 1 Kilo : $330.25
Alimentos Secos,Alimento Bebe,256574,Cereal Infantil Trigo Y  Miel NESTUM Cja 200 Grm,42.99,Precio por 1 Kilo : $214.95
Alimentos Secos,Alimento Bebe,256571,Cereal Infantil Trigo Y Frutas NESTUM Cja 200 Grm,42.99,Precio por 1 Kilo : $214.95
Alimentos Secos,Alimento Bebe,267217,Cereal Infantil Zapallo Con Zanahoria Vegetales  NESTUM,42.99,Precio por 1 Kilo : $214.95
Alimentos Secos,Alimento Bebe,289057,Cereales Infantile Arroz Avena Ba NUTRILON Lat 200 Grm,66.05,Precio por 1 Kilo : $330.25
Alimentos Secos,Alimento Bebe,295394,Cereales Infantile Banana Nestum Paq .5 Kgm,96.29,Precio por 1 Kilogramo : $192.58
Alimentos Secos,Alimento Bebe,272650,Galletitas P/Bebe SMOOKIES Ciruela Y Banana Paq. 150 Grm,46.45,Precio por 1 Kilo : $309.66
Alimentos Secos,Alimento Bebe,272641,Galletitas P/Bebe SMOOKIES Ciruela Y Trigo Paq 150 Grm,46.45,Precio por 1 Kilo : $309.66
Alimentos Secos,Sabores Del Mundo,230663,Dulce De Guindas MASSEUBE Fra 450 Grm,106.99,Precio por 1 Kilo : $237.75
Alimentos Secos,Sabores Del Mundo,230661,Dulce De Mosquetas MASSEUBE Fra 450 Grm,100.05,Precio por 1 Kilo : $222.33
Alimentos Secos,Sabores Del Mundo,230662,Dulce De Sauco MASSEUBE Fra 450 Grm,102.75,Precio por 1 Kilo : $228.33
Alimentos Secos,Sabores Del Mundo,218918,Dulce Light Blueberry Arandano MASSEUBE Fra 260 Grm,75.85,Precio por 1 Kilo : $291.73
Alimentos Secos,Sabores Del Mundo,218917,Dulce Light Frutos Bosque MASSEUBE Fra 260 Grm,82.7,Precio por 1 Kilo : $318.07
Alimentos Secos,Sabores Del Mundo,218919,Dulce Light Mosqueta MASSEUBE Fra 260 Grm,75.29,Precio por 1 Kilo : $289.57
Alimentos Secos,Sabores Del Mundo,219389,Fideos  Nidi Nº 5 LA MOLISANA Est 500 Grm,117.69,Precio por 1 Kilo : $235.38
Alimentos Secos,Sabores Del Mundo,195074,Fideos Guiseros LA MOLISANA Fussilli Paq 500 Grm,102.75,Precio por 1 Kilo : $205.50
Alimentos Secos,Sabores Del Mundo,1406,Fideos Guiseros Sem. BARILLA Fusilli Cja 500 Grm,101.65,Precio por 1 Kilo : $203.30
Alimentos Secos,Sabores Del Mundo,1404,Fideos Guiseros Sem. BARILLA Penne Rigate Cja 500 Grm,101.65,Precio por 1 Kilo : $203.30
Alimentos Secos,Sabores Del Mundo,187579,Fideos Guiseros Sem. BARILLA Rigatoni Cja 500 Grm,101.65,Precio por 1 Kilo : $203.30
Alimentos Secos,Sabores Del Mundo,186547,Fideos Guiseros Sem. COLAVITA Penne Rigatti Paq 500 Grm,81.2,Precio por 1 Kilo : $162.40
Alimentos Secos,Leches En Polvo,254437,Leche En Polvo LA SERENISIMA Con Vit. B9 Est 500 Grm.,83.45,Precio por 1 Kilo : $166.90
Alimentos Secos,Leches En Polvo,260406,Leche En Polvo NAN Opti-Pro 1 Lat 900 Grm,342.39,Precio por 1 Kilo : $380.43
Alimentos Secos,Leches En Polvo,260407,Leche En Polvo NAN Opti-Pro 2 Lat 900 Grm,302.8,Precio por 1 Kilo : $336.44
Alimentos Secos,Leches En Polvo,260408,Leche En Polvo NAN Opti-Pro 3 Lat 800 Grm,194.99,Precio por 1 Kilo : $243.73
Alimentos Secos,Leches En Polvo,257084,Leche En Polvo NIDINA Formula Infantil Etapa 1 Lat 800 Grm,166.95,Precio por 1 Kilo : $208.68
Alimentos Secos,Leches En Polvo,257085,Leche En Polvo NIDINA Formula Infantil Etapa 2 Lat 800 Grm,149.79,Precio por 1 Kilo : $187.23
Alimentos Secos,Leches En Polvo,264540,Leche En Polvo NIDO Instantane Fortigrow Lat 800 Grm,113.45,Precio por 1 Kilo : $141.81
Alimentos Secos,Leches En Polvo,264541,Leche En Polvo NIDO Primera Infancia Lat 800 Grm.,96.99,Precio por 1 Kilo : $121.23
Alimentos Secos,Leches En Polvo,283786,Leche En Polvo NUTRILON Pro Futura 4 Lat 800 Grm,247.19,Precio por 1 Kilo : $308.98
Alimentos Secos,Leches En Polvo,269096,Leche En Polvo Pro Futura NUTRILON 1 Lat 800 Grm,363.79,Precio por 1 Kilo : $454.73
Alimentos Secos,Leches En Polvo,269097,Leche En Polvo Pro Futura NUTRILON 2 Lat 800 Grm,342.39,Precio por 1 Kilo : $427.98
Alimentos Secos,Leches En Polvo,269098,Leche En Polvo Pro Futura NUTRILON 3 Lat 800 Grm,252.85,Precio por 1 Kilo : $316.06
Alimentos Secos,Legumbres,110363,Lentejas RAMONEDA Bol 500 Grm,27.85,Precio por 1 Kilo : $55.70
Alimentos Secos,Legumbres,55874,Lentejon ADENOMAR Bol 400 Grm,21.39,Precio por 1 Kilo : $53.47
Alimentos Secos,Legumbres,129770,Lentejon ELIO Bol 400 Grm,37.45,Precio por 1 Kilo : $93.62
Alimentos Secos,Legumbres,78644,Lentejon LA EGIPCIANA Selección Superior Bol 400 Grm,31.05,Precio por 1 Kilo : $77.62
Alimentos Secos,Legumbres,7524,Lentejon RAMONEDA Bol 500 Grm,34.25,Precio por 1 Kilo : $68.50
Alimentos Secos,Legumbres,262127,Lentejones EGRAN Sin Remojo Bsa 400 Grm,48.15,Precio por 1 Kilo : $120.37
Alimentos Secos,Legumbres,78647,Maiz Blanco La Egipciana Paq 400 Grm,22.49,Precio por 1 Kilo : $56.22
Alimentos Secos,Legumbres,262108,Maiz EGRAN Pelado Blanco Bsa 500 Grm,24.6,Precio por 1 Kilo escurrido: $49.20
Alimentos Secos,Legumbres,27687,Maiz Pisado Blanco ELIO Bol 400 Grm,28.89,Precio por 1 Kilo : $72.22
Alimentos Secos,Legumbres,170566,Maiz Pisado Blanco LONQUIMAY Bol 400 Grm,21.39,Precio por 1 Kilo : $53.47
Alimentos Secos,Legumbres,213289,Maiz Pisado Blanco RAMONEDA Paq 500 Grm,22.47,Precio por 1 Kilo : $44.94
Alimentos Secos,Legumbres,27688,Maiz Pisado Colorado ELIO Bol 500 Grm,21.39,Precio por 1 Kilo : $42.78
Alimentos Secos,Encurtidos,243527,Aceitunas Verdes CASTELL Ahumado Fra 360 Grm,70.65,Precio por 1 Kilo escurrido: $321.13
Alimentos Secos,Encurtidos,124092,Aceitunas Verdes CASTELL Descarozadas Fra 200 Grm,43.89,Precio por 1 Kilo escurrido: $274.31
Alimentos Secos,Encurtidos,86458,Aceitunas Verdes CASTELL Descarozadas Pou 180 Grm,22.49,Precio por 1 Kilo escurrido: $281.12
Alimentos Secos,Encurtidos,100353,Aceitunas Verdes CASTELL Descarozadas Pou 300 Grm,35.3,Precio por 1 Kilo escurrido: $235.33
Alimentos Secos,Encurtidos,220073,Aceitunas Verdes CASTELL En Rodajas Doy 300 Grm,29.25,Precio por 1 Kilo escurrido: $195.00
Alimentos Secos,Encurtidos,86457,Aceitunas Verdes CASTELL En Rodajas Pou 180 Grm,20.25,Precio por 1 Kilo escurrido: $253.12
Alimentos Secos,Encurtidos,63853,Aceitunas Verdes CASTELL Pou 200 Grm,20.85,Precio por 1 Kilo escurrido: $208.50
Alimentos Secos,Encurtidos,100354,Aceitunas Verdes CASTELL Pou 300 Grm,34.25,Precio por 1 Kilo escurrido: $190.27
Alimentos Secos,Encurtidos,55826,Aceitunas Verdes CASTELL Pou 800 Grm,62.05,Precio por 1 Kilo escurrido: $124.10
Alimentos Secos,Encurtidos,220396,Aceitunas Verdes CASTELL Premium Descarozada  Fra 360gr,53.49,Precio por 1 Kilo escurrido: $297.16
Alimentos Secos,Encurtidos,217312,Aceitunas Verdes CASTELL Premium Fra 360 Grm,74.89,Precio por 1 Kilo escurrido: $340.40
Alimentos Secos,Encurtidos,205906,Aceitunas Verdes CASTELL Premium Fra 500 Grm,119.85,Precio por 1 Kilogramo escurrido: $239.70
Alimentos Secos,Panadería - Elaboración Propia,44589,Budin Ingles X Uni,26.5,Precio por 1 Unidad : $26.50
Alimentos Secos,Panadería - Elaboración Propia,44606,Budin Marmolado X Uni,26.5,Precio por 1 Unidad : $26.50
Alimentos Secos,Panadería - Elaboración Propia,47896,Budincito Chocolate T X Uni,39,Precio por 1 Unidad : $39.00
Alimentos Secos,Panadería - Elaboración Propia,47894,Budincito Marmolado T X Uni,33,Precio por 1 Unidad : $33.00
Alimentos Secos,Panadería - Elaboración Propia,47898,Budincito Vainilla T X Uni,33,Precio por 1 Unidad : $33.00
Alimentos Secos,Panadería - Elaboración Propia,45871,Caserito Rustico De Campo Bco LA TORTERIA Uni,8.8,
Alimentos Secos,Panadería - Elaboración Propia,47507,Ciabatta Comun COTO X Kg,52.99,Precio por 1 Kilogramo : $52.99
Alimentos Secos,Panadería - Elaboración Propia,204092,Conito Dulce Leche - Chocolate Negro LA TORTERIA Bli 6 Uni,36,Precio por 1 Unidad : $6.00
Alimentos Secos,Panadería - Elaboración Propia,284557,Coquitos LA TORTERIA Bli 6 Uni,36,Precio por 1 Unidad : $6.00
Alimentos Secos,Panadería - Elaboración Propia,45246,Cremona T X Uni,28.8,
Alimentos Secos,Panadería - Elaboración Propia,47518,Criollitos COTO X Kg,65.99,Precio por 1 Kilogramo : $65.99
Alimentos Secos,Panadería - Elaboración Propia,267493,Cubanitos MARCELO CUETO Bsa 150 Grm,29.99,Precio por 1 Kilo : $199.93
Alimentos Secos,Tostadas,268133,Tostadas TIA MARUCA De Arroz Bsa 120 Grm,26.05,Precio por 1 Kilo : $217.08
Alimentos Secos,Tostadas,97802,Tostadas TOSTLIGHT De Gluten Paq 200 Grm,31.4,Precio por 1 Kilo : $157.00
Alimentos Secos,Tostadas,46229,Tostadas Tostlight Light Briochadas Paq 200 Grm,39.55,Precio por 1 Kilo : $197.75
Alimentos Secos,Tostadas,46230,Tostadas TOSTLIGHT Light De Salvado Paq 200 Grm,31.4,Precio por 1 Kilo : $157.00
Alimentos Secos,Tostadas,41556,Tostadas TOSTLIGHT Light Paq 200 Grm,31.4,Precio por 1 Kilo : $157.00
Alimentos Secos,Tostadas,97803,Tostadas TOSTLIGHT Sin Sal Paq 200 Grm,31.4,Precio por 1 Kilo : $157.00
Alimentos Secos,Tostadas,227333,Tostadas TWISTOS Cuatro Quesos  Paq 180 Grm,36.69,Precio por 1 Kilo : $203.83
Alimentos Secos,Tostadas,227332,Tostadas TWISTOS Cuatro Quesos Paq 112 Grm,30.95,Precio por 1 Kilo : $276.33
Alimentos Secos,Tostadas,227336,Tostadas TWISTOS Jamon Iberico Paq 112 Grm,30.95,Precio por 1 Kilo : $276.33
Alimentos Secos,Tostadas,227335,Tostadas TWISTOS Jamon Iberico Paq 180 Grm,36.69,Precio por 1 Kilo : $203.83
Alimentos Secos,Tostadas,264103,Tostadas Venezianas Light Dulces Paq 200 Grm,31.85,Precio por 1 Kilo : $159.25
Alimentos Secos,Tostadas,271371,Tostaditas TIA MARUCA De Arroz S/Sal Bsa 120 Grm,26.05,Precio por 1 Kilo : $217.08
Alimentos Secos,Polvo Para Postres,126613,Polvo P/Bizcochuelo CIUDAD DEL LAGO Chocolate Pou 480 Grm,26.75,Precio por 1 Kilo : $55.72
Alimentos Secos,Polvo Para Postres,126612,Polvo P/Bizcochuelo CIUDAD DEL LAGO Vainilla Pou 480 Grm,21.95,Precio por 1 Kilo : $45.72
Alimentos Secos,Polvo Para Postres,55332,Polvo P/Bizcochuelo COTO Chocolate Est 540 Grm,29.95,Precio por 1 Kilo : $55.46
Alimentos Secos,Polvo Para Postres,55330,Polvo P/Bizcochuelo COTO Naranja Est 540 Grm,24.6,Precio por 1 Kilo : $45.55
Alimentos Secos,Polvo Para Postres,55331,Polvo P/Bizcochuelo COTO Vainilla Est 540 Grm,24.6,Precio por 1 Kilo : $45.55
Alimentos Secos,Polvo Para Postres,253266,Polvo P/Bizcochuelo EMETH Chocolate  Paq 450 Grm,22.49,Precio por 1 Kilogramo : $49.98
Alimentos Secos,Polvo Para Postres,253273,Polvo P/Bizcochuelo EMETH Coco Pouch Fortific Paq 450 Gr,17.15,Precio por 1 Kilogramo : $38.12
Alimentos Secos,Polvo Para Postres,260006,Polvo P/Bizcochuelo EMETH Sin Tac Chocolate Est 500 Grm,45.15,Precio por 1 Kilogramo : $90.30
Alimentos Secos,Polvo Para Postres,259814,Polvo P/Bizcochuelo EMETH Sin Tac Vainilla Est 500 Grm,45.15,Precio por 1 Kilogramo : $90.30
Alimentos Secos,Polvo Para Postres,256012,Polvo P/Bizcochuelo EMETH Vainilla Con Chips Pou 450grm,19.25,Precio por 1 Kilogramo : $42.78
Alimentos Secos,Polvo Para Postres,253272,Polvo P/Bizcochuelo EMETH Vainilla Pouch Paq 450 Grm,20.85,Precio por 1 Kilogramo : $46.34
Alimentos Secos,Polvo Para Postres,240143,Polvo P/Bizcochuelo EXQUISITA Chocolate Esponjoso Est 540 Gr,36.99,Precio por 1 Kilogramo : $68.50
Alimentos Secos,Bizcochuelos - Budines - Especialidades,118374,Bizcochos De Grasa JORGITO Bol 200 Grm,13.39,Precio por 1 Kilo : $66.95
Alimentos Secos,Bizcochuelos - Budines - Especialidades,243928,Bizcochos De Grasa TIA MARUCA Felipitos Paq 180 Grm,17.29,Precio por 1 Kilo : $96.05
Alimentos Secos,Bizcochuelos - Budines - Especialidades,103807,Bizcochos De Salvado 9 DE ORO Bol 200 Grm,12.29,Precio por 1 Kilo : $61.45
Alimentos Secos,Bizcochuelos - Budines - Especialidades,177319,Bizcochos GRANIX Con Sesamo Bol 180 Grm,20.6,Precio por 1 Kilo : $114.44
Alimentos Secos,Bizcochuelos - Budines - Especialidades,203726,Bizcochos GRANIX Integrales Paq 180 Grm,20.7,Precio por 1 Kilo : $115.00
Alimentos Secos,Bizcochuelos - Budines - Especialidades,177321,Bizcochos GRANIX Tradicionales Bol 180 Grm,16.69,Precio por 1 Kilo : $92.72
Alimentos Secos,Bizcochuelos - Budines - Especialidades,174818,Bizcochos Grasa Tia Maruca Bsa 250 Grm,16.39,Precio por 1 Kilo : $65.56
Alimentos Secos,Bizcochuelos - Budines - Especialidades,217504,Bizcochos KES BUN Queso Paq 100 Grm,9.74,Precio por 1 Kilo : $97.40
Alimentos Secos,Bizcochuelos - Budines - Especialidades,79953,Bizcochos Light 9 DE ORO Bol 170 Grm,12.29,Precio por 1 Kilo : $72.29
Alimentos Secos,Bizcochuelos - Budines - Especialidades,109387,Bizcochos Salados DON SATUR Bol 200 Grm,11.79,Precio por 1 Kilo : $58.95
